Player Name,Position,Team_x,Market,Selection,Bookie,Line Value,Cost,Home Team,Away Team,Odds,Probability
Jalen Green,G,HOU,Assists,Over,SugarHouse,2.5,1.83,Houston Rockets,Philadelphia 76ers,-120,0.5454545454545454
Jalen Green,G,HOU,Assists,Over,BetRivers,2.5,1.83,Houston Rockets,Philadelphia 76ers,-120,0.5454545454545454
Jalen Green,G,HOU,Assists,Over,bet365,2.5,1.83,Houston Rockets,Philadelphia 76ers,-120,0.5454545454545454
Jalen Green,G,HOU,Assists,Under,FanDuel,2.5,1.98,Houston Rockets,Philadelphia 76ers,-102,0.504950495049505
Jalen Green,G,HOU,Points,Under,PointsBet,20.5,1.87,Houston Rockets,Philadelphia 76ers,-115,0.5348837209302325
De'Anthony Melton,G,PHI,Assists,Over,DraftKings,3.5,1.95,Houston Rockets,Philadelphia 76ers,-105,0.5121951219512195
De'Anthony Melton,G,PHI,Assists,Over,PointsBet,3.5,1.95,Houston Rockets,Philadelphia 76ers,-105,0.5121951219512195
Alperen Sengun,C,HOU,Assists,Over,SugarHouse,4.5,2.0,Houston Rockets,Philadelphia 76ers,100,0.5
Alperen Sengun,C,HOU,Assists,Over,BetRivers,4.5,2.0,Houston Rockets,Philadelphia 76ers,100,0.5
Alperen Sengun,C,HOU,Assists,Under,PointsBet,4.5,1.83,Houston Rockets,Philadelphia 76ers,-120,0.5454545454545454
Alperen Sengun,C,HOU,Assists,Under,bet365,4.5,1.83,Houston Rockets,Philadelphia 76ers,-120,0.5454545454545454
Tyrese Maxey,G,PHI,Points,Over,bet365,27.5,1.87,Houston Rockets,Philadelphia 76ers,-115,0.5348837209302325
Tyrese Maxey,G,PHI,Points,Under,PointsBet,28.5,1.87,Houston Rockets,Philadelphia 76ers,-115,0.5348837209302325
Nikola Jokic,C,DEN,Assists,Over,BetMGM,9.5,2.0,Denver Nuggets,Oklahoma City Thunder,100,0.5
Nikola Jokic,C,DEN,Assists,Over,Caesars,9.5,2.0,Denver Nuggets,Oklahoma City Thunder,100,0.5
Nikola Jokic,C,DEN,Assists,Over,PartyCasino,9.5,2.0,Denver Nuggets,Oklahoma City Thunder,100,0.5
Nikola Jokic,C,DEN,Assists,Under,DraftKings,9.5,1.91,Denver Nuggets,Oklahoma City Thunder,-110,0.5238095238095238
Nikola Jokic,C,DEN,Assists,Under,bet365,9.5,1.91,Denver Nuggets,Oklahoma City Thunder,-110,0.5238095238095238
Chet Holmgren,F,OKC,Rebounds,Over,bet365,7.5,1.87,Denver Nuggets,Oklahoma City Thunder,-115,0.5348837209302325
Chet Holmgren,F,OKC,Rebounds,Under,DraftKings,7.5,2.1,Denver Nuggets,Oklahoma City Thunder,110,0.47619047619047616
Chet Holmgren,F,OKC,Rebounds,Under,PointsBet,7.5,2.1,Denver Nuggets,Oklahoma City Thunder,110,0.47619047619047616
Jalen Williams,G,OKC,Points,Over,DraftKings,17.5,1.95,Denver Nuggets,Oklahoma City Thunder,-105,0.5121951219512195
Jalen Williams,G,OKC,Points,Under,bet365,17.5,1.91,Denver Nuggets,Oklahoma City Thunder,-110,0.5238095238095238
Nikola Jokic,C,DEN,Points,Under,PointsBet,27.5,1.87,Denver Nuggets,Oklahoma City Thunder,-115,0.5348837209302325
Jamal Murray,G,DEN,Points,Over,FanDuel,22.5,1.88,Denver Nuggets,Oklahoma City Thunder,-114,0.5327102803738317
Jamal Murray,G,DEN,Points,Under,DraftKings,22.5,1.95,Denver Nuggets,Oklahoma City Thunder,-105,0.5121951219512195
Jamal Murray,G,DEN,Points,Under,PointsBet,22.5,1.95,Denver Nuggets,Oklahoma City Thunder,-105,0.5121951219512195
Michael Porter Jr.,F,DEN,Rebounds,Over,FanDuel,7.5,1.9,Denver Nuggets,Oklahoma City Thunder,-111,0.5260663507109005
Michael Porter Jr.,F,DEN,Rebounds,Under,DraftKings,7.5,2.1,Denver Nuggets,Oklahoma City Thunder,110,0.47619047619047616
Chet Holmgren,F,OKC,Points,Over,BetMGM,17.5,1.91,Denver Nuggets,Oklahoma City Thunder,-110,0.5238095238095238
Chet Holmgren,F,OKC,Points,Over,PartyCasino,17.5,1.91,Denver Nuggets,Oklahoma City Thunder,-110,0.5238095238095238
Chet Holmgren,F,OKC,Points,Under,FanDuel,17.5,1.87,Denver Nuggets,Oklahoma City Thunder,-115,0.5348837209302325
Chet Holmgren,F,OKC,Points,Under,SugarHouse,17.5,1.87,Denver Nuggets,Oklahoma City Thunder,-115,0.5348837209302325
Chet Holmgren,F,OKC,Points,Under,BetRivers,17.5,1.87,Denver Nuggets,Oklahoma City Thunder,-115,0.5348837209302325
Chet Holmgren,F,OKC,Points,Under,UniBet,17.5,1.87,Denver Nuggets,Oklahoma City Thunder,-115,0.5348837209302325
Shai Gilgeous-Alexander,G,OKC,Assists,Over,DraftKings,5.5,1.67,Denver Nuggets,Oklahoma City Thunder,-149,0.5983935742971888
Shai Gilgeous-Alexander,G,OKC,Assists,Under,FanDuel,6.5,1.77,Denver Nuggets,Oklahoma City Thunder,-130,0.5652173913043478
Shai Gilgeous-Alexander,G,OKC,Points,Under,PointsBet,33.5,1.8,Denver Nuggets,Oklahoma City Thunder,-125,0.5555555555555556
Jamal Murray,G,DEN,Assists,Over,BetMGM,6.5,2.05,Denver Nuggets,Oklahoma City Thunder,105,0.4878048780487805
Jamal Murray,G,DEN,Assists,Over,PartyCasino,6.5,2.05,Denver Nuggets,Oklahoma City Thunder,105,0.4878048780487805
Jamal Murray,G,DEN,Assists,Over,bet365,6.5,2.05,Denver Nuggets,Oklahoma City Thunder,105,0.4878048780487805
Jamal Murray,G,DEN,Assists,Under,SugarHouse,6.5,1.8,Denver Nuggets,Oklahoma City Thunder,-125,0.5555555555555556
Jamal Murray,G,DEN,Assists,Under,BetRivers,6.5,1.8,Denver Nuggets,Oklahoma City Thunder,-125,0.5555555555555556
Jamal Murray,G,DEN,Assists,Under,UniBet,6.5,1.8,Denver Nuggets,Oklahoma City Thunder,-125,0.5555555555555556
Luguentz Dort,G,OKC,Points,Over,FanDuel,9.5,1.78,Denver Nuggets,Oklahoma City Thunder,-128,0.5614035087719298
Luguentz Dort,G,OKC,Points,Under,bet365,10.5,1.8,Denver Nuggets,Oklahoma City Thunder,-125,0.5555555555555556
Shai Gilgeous-Alexander,G,OKC,Rebounds,Under,BetMGM,5.5,2.0,Denver Nuggets,Oklahoma City Thunder,100,0.5
Shai Gilgeous-Alexander,G,OKC,Rebounds,Under,PartyCasino,5.5,2.0,Denver Nuggets,Oklahoma City Thunder,100,0.5
Shai Gilgeous-Alexander,G,OKC,Rebounds,Under,bet365,5.5,2.0,Denver Nuggets,Oklahoma City Thunder,100,0.5
Michael Porter Jr.,F,DEN,Points,Over,BetMGM,16.5,1.83,Denver Nuggets,Oklahoma City Thunder,-120,0.5454545454545454
Michael Porter Jr.,F,DEN,Points,Over,PartyCasino,16.5,1.83,Denver Nuggets,Oklahoma City Thunder,-120,0.5454545454545454
Michael Porter Jr.,F,DEN,Points,Under,bet365,17.5,1.87,Denver Nuggets,Oklahoma City Thunder,-115,0.5348837209302325
Jusuf Nurkic,C,PHO,Points,Over,FanDuel,12.5,1.93,Phoenix Suns,Charlotte Hornets,-108,0.5192307692307693
Jusuf Nurkic,C,PHO,Points,Under,DraftKings,12.5,1.87,Phoenix Suns,Charlotte Hornets,-115,0.5348837209302325
Jusuf Nurkic,C,PHO,Points,Under,BetMGM,12.5,1.87,Phoenix Suns,Charlotte Hornets,-115,0.5348837209302325
Jusuf Nurkic,C,PHO,Points,Under,PointsBet,12.5,1.87,Phoenix Suns,Charlotte Hornets,-115,0.5348837209302325
Jusuf Nurkic,C,PHO,Points,Under,PartyCasino,12.5,1.87,Phoenix Suns,Charlotte Hornets,-115,0.5348837209302325
Jusuf Nurkic,C,PHO,Points,Under,bet365,12.5,1.87,Phoenix Suns,Charlotte Hornets,-115,0.5348837209302325
Kevin Durant,F,PHO,Assists,Over,bet365,5.5,1.69,Phoenix Suns,Charlotte Hornets,-145,0.5918367346938775
Kevin Durant,F,PHO,Assists,Under,DraftKings,5.5,2.2,Phoenix Suns,Charlotte Hornets,120,0.45454545454545453
Kevin Durant,F,PHO,Assists,Under,PointsBet,5.5,2.2,Phoenix Suns,Charlotte Hornets,120,0.45454545454545453
Kevin Durant,F,PHO,Rebounds,Over,BetMGM,6.5,1.87,Phoenix Suns,Charlotte Hornets,-115,0.5348837209302325
Kevin Durant,F,PHO,Rebounds,Over,FanDuel,6.5,1.87,Phoenix Suns,Charlotte Hornets,-115,0.5348837209302325
Kevin Durant,F,PHO,Rebounds,Over,PartyCasino,6.5,1.87,Phoenix Suns,Charlotte Hornets,-115,0.5348837209302325
Kevin Durant,F,PHO,Rebounds,Under,Caesars,6.5,2.0,Phoenix Suns,Charlotte Hornets,100,0.5
Devin Booker,G,PHO,Rebounds,Over,FanDuel,4.5,1.78,Phoenix Suns,Charlotte Hornets,-128,0.5614035087719298
Devin Booker,G,PHO,Rebounds,Under,DraftKings,4.5,2.0,Phoenix Suns,Charlotte Hornets,100,0.5
Devin Booker,G,PHO,Rebounds,Under,BetMGM,4.5,2.0,Phoenix Suns,Charlotte Hornets,100,0.5
Devin Booker,G,PHO,Rebounds,Under,PointsBet,4.5,2.0,Phoenix Suns,Charlotte Hornets,100,0.5
Devin Booker,G,PHO,Rebounds,Under,PartyCasino,4.5,2.0,Phoenix Suns,Charlotte Hornets,100,0.5
Devin Booker,G,PHO,Rebounds,Under,bet365,4.5,2.0,Phoenix Suns,Charlotte Hornets,100,0.5
Devin Booker,G,PHO,Assists,Over,Caesars,7.5,2.14,Phoenix Suns,Charlotte Hornets,114,0.4672897196261682
